A,sysadmin,管理者,SC01,主秘辦公室,100/05/13,12:00,17:00,82010
A,sysadmin,管理者,PO00,校長室,100/05/13,13:00,18:00,88020
A,sysadmin,管理者,ME00,軍訓室,100/05/13,08:00,17:30,97178
A,sysadmin,管理者,ME00,董事會,100/05/13,08:00,14:00,94165
